-40,-6,51
40,-8,52
-19,35,42
20,31,44
-18,47,-13
17,48,-14
-34,33,35
37,33,34
-32,50,-10
32,53,-11
-49,13,19
49,15,21
-47,30,14
49,30,14
-37,31,-12
40,32,-12
-48,-8,14
52,-6,15
-6,5,61
8,0,62
-9,15,-12
8,16,-11
-6,49,31
8,51,30
-6,54,-7
7,52,-7
-6,37,-18
7,36,-18
-36,7,3
38,6,2
-5,35,14
7,37,16
-6,-15,42
7,-9,40
-6,-43,25
6,-42,22
-26,-21,-10
28,-20,-10
-22,-16,-21
24,-15,-20
-24,-1,-17
26,1,-18
-8,-79,6
15,-73,9
-7,-80,27
13,-79,28
-16,-68,-5
15,-67,-4
-18,-84,28
23,-81,31
-33,-81,16
36,-80,19
-37,-78,-8
37,-82,-8
-32,-40,-20
33,-39,-20
-43,-23,49
40,-25,53
-24,-60,59
25,-59,62
-44,-46,47
45,-46,50
-57,-34,30
57,-32,34
-45,-61,36
45,-60,39
-8,-56,48
9,-56,44
-9,-25,70
6,-32,68
-12,11,9
14,12,9
-25,4,2
27,5,2
-19,0,0
20,0,0
-12,-18,8
12,-18,8
-43,-19,10
45,-17,10
-54,-21,7
57,-22,7
-41,15,-20
47,15,-17
-57,-34,-2
56,-37,-1
-37,15,-34
43,15,-32
-51,-28,-23
53,-31,-22
